,Princeton University,Harvard University,University of Chicago,Yale University,Columbia University,Stanford University,Massachusetts Institute of Technology,Duke University,University of Pennsylvania,Johns Hopkins University,Dartmouth College,California Institute of Technology,Northwestern University,Brown University,Cornell University,Rice University,University of Notre Dame,Vanderbilt University,Washington University in St. Louis,Emory University,Georgetown University,University of California- Berkeley,University of Southern California,Carnegie Mellon University,University of California- Los Angeles,University of Virginia,Tufts University,University of Michigan- Ann Arbor,Wake Forest University,University of North Carolina- Chapel Hill,Boston College,College of William & Mary,University of Rochester,Brandeis University,Georgia Institute of Technology,New York University,Case Western Reserve University,University of California- Santa Barbara,Boston University,Northeastern University,Rensselaer Polytechnic Institute,Tulane University,University of California- Irvine,Lehigh University,University of California- Davis,University of California- San Diego,University of Illinois- Urbana Champaign,University of Miami,University of Wisconsin- Madison,Pennsylvania State University- University Park,Pepperdine University,University of Florida,Villanova University,Ohio State University- Columbus,University of Washington,George Washington University,Southern Methodist University,University of Georgia,University of Texas- Austin,Fordham University,Purdue University-West Lafayette,Syracuse University,University of Connecticut,University of Maryland College Park,Worcester Polytechnic Institute,Clemson University,Yeshiva University,Brigham Young University- Provo,University of Pittsburgh,Rutgers University- New Brunswick,Baylor University,Stevens Institute of Technology,University of Minnesota- Twin Cities,American University,Clark University,Texas A&M University- College Station,University of Massachusetts- Amherst,Virginia Tech,Miami University- Oxford,University of California- Santa Cruz,University of Delaware,Colorado School of Mines,Michigan State University,Texas Christian University,University of Iowa,Binghamton University- SUNY,Indiana University- Bloomington,Marquette University,University of Denver,University of San Diego,University of Tulsa,Florida State University,North Carolina State University- Raleigh,University of Vermont,Drexel University,Saint Louis University,Stony Brook University- SUNY,Auburn University,Loyola University Chicago,SUNY College of Environmental Science and Forestry,University at Buffalo- SUNY,Illinois Institute of Technology,University of Alabama,University of Oregon,University of Tennessee,Rochester Institute of Technology,University of New Hampshire,University of San Francisco,University of South Carolina,Iowa State University,University of Dayton,University of Missouri,University of Nebraska- Lincoln,University of Oklahoma,University of the Pacific,University of Utah,Michigan Technological University,Seton Hall University,Temple University,University of California- Riverside,University of Kansas,University of St Thomas,The Catholic University of America,DePaul University,Duquesne University,Howard University,University of Arizona,Arizona State University- Tempe,Clarkson University,Colorado State University,New School,Hofstra University,University of Kentucky,Kansas State University,Louisiana State University- Baton Rogue,Mercer University,New Jersey Institute of Technology,Rutgers University- Newark,University of Arkansas,University of Cincinnati,University of Mississippi,George Mason University,Oregon State University,Washington State University,Adelphi University,Ohio University,San Diego State University,St John Fisher College,University at Albany- SUNY,University of Texas- Dallas,Illinois State University,Immaculata University,Oklahoma State University,University of California- Merced,University of Illinois- Chicago,University of La Verne,University of Massachusetts- Lowell,Seattle Pacific University,University of Alabama- Birmingham,University of Maryland- Baltimore County,University of Rhode Island,University of South Florida,Biola University,Maryville University of St. Louis,Missouri University of Science & Technology,St. John's University,Virginia Commonwealth University,Union University,University of Hawaii- Manoa,Edgewood College,Florida Institute of Technology,University of Idaho,University of Louisville,University of Wyoming,Ball State University,Lipscomb University,Mississippi State University,Montclair State University,Texas Tech University,University of Central Florida,University of New Mexico,Andrews University,Azusa Pacific University,University of Maine,West Virginia University,Widener University,Kent State University,North Dakota State University,Pace University,Robert Morris University,Suffolk University,University of Hartford,Bowling Green State University,University of Houston,Western Michigan University,Indiana University- Purdue University- Indianapolis,Lesley University,University of Alabama- Huntsville,University of Colarado- Denver,California State University- Fullerton,Central Michigan University,Louisiana Tech University,South Dakota State University,University of Alaska- Fairbanks,University of North Carolina- Charlotte,University of North Dakota,University of South Dakota,East Carolina University,Montana State University,Old Dominion University,University of Missouri- Kansas City,Ashland University,Dallas Baptist University,Northern Illinois University,Nova Southeastern University,Southern Illinois University- Carbondale,University of Montana,Benedictine University,California State University- Fresno,Gardner Webb University,New Mexico State University,Shenandoah University,Tennessee Technological University,University of Massachusetts- Boston,University of Massachusetts- Dartmouth,University of Missouri- St. Louis,University of North Carolina- Greensboro,University of Southern Mississippi,Utah State University
Electrical Engineering and Computer Science,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,x,,x,,x,,,x,,,Physical Therapy/Therapist,,"Electrical, Electronics and Communications Engineering",International Economics,,"Electrical, Electronics and Communications Engineering","Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)","Geology/Earth Science, General",Linguistics,,Comparative Literature,,Adult and Continuing Education and Teaching,"Physics, General",Russian Language and Literature,Clinical Psychology,"Classics and Languages, Literatures and Linguistics, General",,Social Work,Planetary Astronomy and Science,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary and Kindergarten Education,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,x,,x,,,,,x,,,,,,x,,,,,x,,,x,,,,,,x,,x,x,x,,,,,,x,,x,Physician Assistant,,Environmental/Environmental Health Engineering,International Relations and Affairs,,"Engineering, General",Nursing Education,Meteorology,Spanish Language and Literature,,"Foreign Languages and Literatures, General",,Art Teacher Education,Developmental and Child Psychology,Spanish Language and Literature,Cognitive Psychology and Psycholinguistics,Comparative Literature,,Securities Services Administration/Management,Cognitive Psychology and Psycholinguistics,,,,x,x,x,x,x,,x,x,,,,x,,,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering/Industrial Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Medicine/Pre-Medical Studies,,Geological/Geophysical Engineering,Medical Anthropology,,Industrial Engineering,Nursing Practice,"Physics, General",Athletic Training/Trainer,,French Language and Literature,,Biology Teacher Education,"Psychology, General",Adult Health Nurse/Nursing,Physiological Psychology/Psychobiology,"East Asian Languages, Literatures, and Linguistics, General",,Anthropology,"Psychology, General",,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle and Secondary Education,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,x,Pre-Nursing Studies,,Industrial Engineering,"Political Science and Government, General",,Materials Engineering,"Nursing Science (MS, PhD)","Psychology, General",Audiology/Audiologist and Speech-Language Pathology/Pathologist,,German Language and Literature,,Chemistry Teacher Education,Social Work,Athletic Training/Trainer,"Psychology, General",French Language and Literature,,Cartography,Public Policy Analysis,,,,x,x,,x,,x,,x,,,,x,,,,,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endocrinology,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,x,,,Public Health Education and Promotion,,Materials Engineering,Sociology,,Mechanical Engineering,Pre-Dentistry Studies,Public Administration,Clinical Laboratory Science/Medical Technology/Technologist,,Italian Language and Literature,,College Student Counseling and Personnel Services,Criminal Justice/Safety Studies,Audiology/Audiologist and Speech-Language Pathology/Pathologist,Public Administration,"Germanic Languages, Literatures, and Linguistics, General",,Criminology,American Government and Politics (United States),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering Science,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,x,,,,,,x,,,,,,,,x,,x,,,,,,,,x,,,,,,x,,,x,"History, General",,Mechanical Engineering,"Art History, Criticism and Conservation",,Naval Architecture and Marine Engineering,Pre-Medicine/Pre-Medical Studies,Public Policy Analysis,Dietetics/ Dietitian (RD),,Latin Language and Literature,,Computer Teacher Education,Anthropology,Clinical Laboratory Science/Medical Technology/Technologist,Social Work,Italian Language and Literature,,Development Economics and International Development,Anthropology,,,,,,,,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering and Management Systems,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,x,"Legal Studies, General",,Systems Engineering,"Art/Art Studies, General",,Nuclear Engineering,Pre-Veterinary Studies,Applied Economics,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",,Linguistics,,Curriculum and Instruction,"Economics, General",Clinical Nurse Leader,Anthropology,Japanese Language and Literature,,"Economics, General",Archeology,,,,x,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,x,x,x,x,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,,,,x,,,,x,x,,Humanities/Humanistic Studies,,Transportation and Highway Engineering,"Arts, Entertainment, and Media Management, General",,Ocean Engineering,"Public Health, General (MPH, DPH)","Economics, General",Pre-Medicine/Pre-Medical Studies,,Russian Language and Literature,,Early Childhood Education and Teaching,Geography,Community Health and Preventive Medicine,Applied Economics,Linguistics,,Geography,"Economics, General",,,,x,x,x,x,x,x,x,x,,x,x,x,x,x,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrepreneurship,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,x,,,,x,,,,,,,x,x,,,,Applied Mathematics,,Water Resources Engineering,Cinematography and Film/Video Production,,Petroleum Engineering,"History, General",Geography,"History, General",,Spanish Language and Literature,,"Education, General",International Economics,Environmental Health,Cartography,Portuguese Language and Literature,,International Relations and Affairs,International Relations and Affairs,,,,x,,x,x,x,x,x,x,,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Engineering,,,,x,,,,,,,,,,,,,,,,,,,x,x,x,,x,,,,,,,,x,,,,,,x,,x,,,,x,,,,,,,,,x,,,,,,,,x,,,,x,"Mathematics, General",,Nanotechnology,"Design and Visual Communications, General",,Construction Engineering Technology/Technician,"Legal Studies, General",International Relations and Affairs,General Studies,,Athletic Training/Trainer,,Education/Teaching of Individuals with Specific Learning Disabilities,International Relations and Affairs,Family Practice Nurse/Nurse Practitioner,"Economics, General","Semitic Languages, Literatures, and Linguistics, General",,"Political Science and Government, General","Political Science and Government, General",,,,x,x,x,,,,x,x,x,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Sciences,,,x,,,,,,,,,,,,,,,,,,,,x,,x,x,,,x,x,x,x,x,,,,,,x,x,x,,x,,x,,,,x,x,,,,,,x,,,x,,,,,,,x,,,"Statistics, General",,Creative Writing,"Drama and Dramatics/Theater Arts, General",,"Electrical, Electronic and Communications Engineering Technology/Technician",General Studies,"Political Science and Government, General",Liberal Arts and Sciences/Liberal Studies,,Clinical Laboratory Science/Medical Technology/Technologist,,"Educational Assessment, Testing, and Measurement","Political Science and Government, General",Health Services Administration,International Relations and Affairs,"Slavic Languages, Literatures, and Linguistics, General",,"Social Sciences, General",Sociology,,,,x,x,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Studies,x,,x,x,,,,,,,,,,,,,,,,,,,x,,,,x,,x,,,,,x,,,x,x,,x,,x,x,x,x,,,,x,,,,x,,x,,x,,x,x,,,,,,,x,,Museology/Museum Studies,,"English Language and Literature, General",Drawing,,"Engineering Technology, General",Humanities/Humanistic Studies,Sociology,"Mathematics, General",,Clinical/Medical Laboratory Technician,,Educational Evaluation and Research,Sociology,Medical Informatics,Physical Anthropology,Spanish Language and Literature,,Sociology,Urban Studies/Affairs,,,,x,,x,x,x,x,,x,x,,,,x,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Resource Management,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,x,,x,,x,,x,,Nutrition Sciences,,Rhetoric and Composition,Film/Cinema Studies,,Manufacturing Technology/Technician,Applied Mathematics,Urban Studies/Affairs,"Statistics, General",,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",,"Educational Leadership and Administration, General",Religious/Sacred Music,"Medical Scientist (MS, PhD)","Political Science and Government, General",Athletic Training/Trainer,,"Art History, Criticism and Conservation","Art History, Criticism and Conservation",,,,,x,,x,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethics, Politics, and Economics",,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,x,x,,,,x,Environmental Science,,Adult Development and Aging,"Fine/Studio Arts, General",,"English Language and Literature, General","Mathematics, General","Art/Art Studies, General",Gerontology,,Physical Therapy/Therapist,,Educational Statistics and Research Methods,Acting,Nuclear Medical Technology/Technologist,"Social Sciences, General",Audiology/Audiologist and Speech-Language Pathology/Pathologist,,"Art/Art Studies, General","Dance, General",,,,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethnicity, Race and Migration",,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,x,,x,,,x,,Environmental Studies,,"Apparel and Textiles, General",Game design/development,,"Foods, Nutrition, and Wellness Studies, General",Biological and Physical Sciences,"Drama and Dramatics/Theater Arts, General",Sustainability Studies,,Pre-Dentistry Studies,,Educational/Instructional Media Design,"Art History, Criticism and Conservation",Nurse Anesthetist,Sociology,Behavioral Aspects of Health,,"Drama and Dramatics/Theater Arts, General","Drama and Dramatics/Theater Arts, General",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethnographic Studies,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,x,"Health and Physical Education, General",,"Housing and Human Environments, General",Graphic Design,,"Classics and Languages, Literatures and Linguistics, General",Marine Science,Industrial Design,Environmental Science,,Pre-Medicine/Pre-Medical Studies,,Elementary Education and Teaching,Ballet,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",Acting,Community Health and Preventive Medicine,,Film/Cinema Studies,"Fine/Studio Arts, General",,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Studies,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,x,,,,,,,,,,,x,,x,,,,,,x,x,,,,,x,,,,,,,,Kinesiology and Exercise Science,,"American Indian/Native American Languages, Literatures, and Linguistics",Intermedia/Multimedia,,"Foreign Languages and Literatures, General",Mathematics and Computer Science,Interior Design,Wood Science and Wood Products/Pulp and Paper Technology,,Pre-Pharmacy Studies,,English/Language Arts Teacher Education,Ceramic Arts and Ceramics,"Nursing Administration (MSN, MS, PhD)","Art History, Criticism and Conservation",Environmental Health,,Game design/development,"Music, General",,,,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolutionary Biology,x,x,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,Sport and Fitness Administration/Management,,Chinese Language and Literature,"Music History, Literature, and Theory",,French Language and Literature,Medieval and Renaissance Studies,"Music, General","Health and Physical Education, General",,Pre-Veterinary Studies,,Family and Consumer Sciences/Home Economics Teacher Education,Conducting,Nursing Practice,"Art/Art Studies, General",Health/ Medical Physics,,Graphic Design,"Visual and Performing Arts, General",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion Design,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,,,,,x,x,,,,Philosophy,,"Classics and Languages, Literatures and Linguistics, General","Music Performance, General",,German Language and Literature,Natural Sciences,,Kinesiology and Exercise Science,,"History, General",,Foreign Language Teacher Education,"Dance, General","Nursing Science (MS, PhD)",Cinematography and Film/Video Production,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",,"Music Performance, General",,,,,,x,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,x,x,x,Religion/Religious Studies,,Comparative Literature,Music Theory and Composition,,Russian Language and Literature,Nutrition Sciences,,Sport and Fitness Administration/Management,,Pre-Law Studies,,French Language Teacher Education,"Design and Visual Communications, General",Pediatric Nurse/Nursing,Directing and Theatrical Production,Optomeric Technician/Assistant,,Music Technology,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Film and Video,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,x,x,,,x,,,,Astronomy,,"Foreign Languages and Literatures, General","Music, General",,Spanish Language and Literature,Sustainability Studies,,Philosophy,,Liberal Arts and Sciences/Liberal Studies,,Geography Teacher Education,Directing and Theatrical Production,Physical Therapy/Therapist,"Drama and Dramatics/Theater Arts, General",History and Philosophy of Science/Technology,,Music Theory and Composition,,,,,x,,,x,,,,x,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Film Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,x,,,,,,Astrophysics,,French Language and Literature,Musical Theater,,Athletic Training/Trainer,Environmental Science,,Religion/Religious Studies,,"Mathematics, General",,German Language Teacher Education,"Drama and Dramatics/Theater Arts, General",Physician Assistant,"Music Performance, General","History, General",,"Music, General",,,,,,x,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,x,,x,x,,,,x,x,,,x,,x,,x,,,x,,x,x,x,,x,x,,x,,,,,,,,,,x,x,,"Chemistry, General",,German Language and Literature,Painting,,Behavioral Aspects of Health,"Natural Resources/Conservation, General",,"Chemistry, General",,"Statistics, General",,Health Teacher Education,"Fine/Studio Arts, General",Psychiatric/Mental Health Nurse/Nursing,"Music, General",Liberal Arts and Sciences/Liberal Studies,,Musicology and Ethnomusicology,,,,,x,,x,x,x,,x,x,,,x,x,,x,x,,x,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine Arts,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,x,,,,x,,x,,x,x,,x,,,,,,,,,,,x,,,,,,,,x,,,,x,"Geology/Earth Science, General",,Italian Language and Literature,Printmaking,,Community Health Services/Liaison/Counseling,Sport and Fitness Administration/Management,,"Geology/Earth Science, General",,Historic Preservation and Conservation,,Higher Education/Higher Education Administration,Graphic Design,"Public Health, General (MPH, DPH)",Technical Theater/Theater Design and Technology,Library Science/Librarianship,,,,,,,x,,,,,,x,,,x,,,,,x,x,x,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folklore Studies,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,x,,,,,,x,,,,Geophysics and Seismology,,Language Interpretation and Translation,Sculpture,,Dental Hygiene/Hygienist,Buddhist Studies,,"Physics, General",,Nutrition Sciences,,History Teacher Education,Interior Design,Radiologic Technology/Science - Radiographer,,Mathematical Statistics and Probability,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Science,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,x,,,,,,,,x,,,,x,,,"Physics, General",,Linguistics,"Theatre Literature, History and Criticism",,Environmental Health,Jewish/Judaic Studies,,Educational Psychology,,"Natural Resources/Conservation, General",,Junior High/Intermediate/Middle School Education and Teaching,"Music Performance, General",Substance Abuse/Addiction Counseling,,"Mathematics, General",,,,,,,x,x,x,x,,,x,,,,,x,x,x,x,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,x,,,,,x,,,Clinical Psychology,,Russian Language and Literature,"Visual and Performing Arts, General",,Family Practice Nurse/Nurse Practitioner,Logic,,"Psychology, General",,Wildlife and Wildlands Science and Management,,Kindergarten/Preschool Education and Teaching,Music Theory and Composition,Vocational Rehabilitation Counseling/Counselor,,"Statistics, General",,,,,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Science,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,x,,x,,,x,,Educational Psychology,,Spanish Language and Literature,,,Health Services Administration,Philosophy,,School Psychology,,"Health and Physical Education, General",,Mathematics Teacher Education,"Music, General","History, General",,Musical Instrument Fabrication and Repair,,,,,,,,,x,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,x,,x,"Psychology, General",,Audiology/Audiologist and Hearing Sciences,,,"Health and Wellness, General",Religion/Religious Studies,,Public Administration,,Kinesiology and Exercise Science,,Physical Education Teaching and Coaching,Musical Theater,Liberal Arts and Sciences/Liberal Studies,,Cyber/Electronic Operations and Warfare,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forestry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,School Psychology,,Audiology/Audiologist and Speech-Language Pathology/Pathologist,,,Health/Health Care Administration/Management,Astronomy,,Social Work,,"Parks, Recreation and Leisure Facilities Management",,Physics Teacher Education,Musicology and Ethnomusicology,Library Science/Librarianship,,Cognitive Science,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
